App Bundle Id,Description,Category
fr.x_studios.x_laser_2," Laser pointer simulated X""Finally comes the new simulator X2 laser pointer supports over 8000 android devices from version 2.3 onwards*** The X2 simulated laser pointer is just a game, it's not a real laser pointer, no laser light beam from your device will only create a simulation on the screen of your phone or tablet ***+X-Piano Blues is included.This wonderful game is designed to enjoy the musical laser sound effects and make jokes to your friends into thinking that your phone can make a laser beam by the light flash LEDThe laser pointer X2 has been redesigned from scratch, retaining the essential aspects of the X series of laser pointers. It incorporates the acclaimed classic flash light flashlights and blinking as four new laser pointers and the new set of steel ballsThe Laser X2 has been designed with the theme of steel. Both pointers as balls and the graphical interface has been generated with textures of real steel plates meticulously careful harmony in the decorative elementsWhen starting the application you can choose between the display of laser pointers, the steel ball game or flash lamps light. From the beginning you will have unlocked the green laser light pointer, so you can start playing with him. To unlock another pointer will have to get X platinum coins. The x coins can be won in several ways, the main way is playing the game of the steel balls which incorporates, for each level you get overcome new coins you get, you can also get coins directly to share on your favorite social network, It is implemented share on google plus, facebook and twitter directly, for that you must press the button store. To activate the red laser light pointers, blue and violet as well as turning the flash strobe must accumulate the necessary platinum coins. All coins are earned for free. The more laser pointers X2 win more special sound and spatial effects can enjoyGame balls of steel and metal leusaHave fun playing steel balls, this fabulous game ball includes over six hundred levels of increasing difficulty. Inspired by the classic bubble shooter game 80, we have created a wonderful world of steel and nickel chrome shiny metal and laser light reflection on the internal illumination colors of the balls. Your objective is to shoot balls in the metal screen and magnetic sticking with electromagnetism radioactivity lies the world of steel. Strong Shoot the colored balls with your ultrasonic cannon pointing in the direction of the balls of the same color, to join three or more balls of steel strength and power supersonic share the same fusion core gamma will make the super magnetism that joins disappear and fall with the force of gravity of world steel X2. You must be quick and daring to clear the entire screen of balls and thus advance to the next level. Do not neglect the roof fall soon, the gravitational magnetism attracts strongly the roof is composed of mercury and lead plated with silver on the origin of the metal world. Dig the exciting arcade mode, this mode is continuously in motion, the planet's magnetic field has reversed losing the natural balance, now the balls are in free fall, more power need your skill, concentration and speed to progress properly arcade mode. This mode has many levels and the difficulty will be greater as you goIn this new version we have included new languages ​​in the translation of texts and messages of the gameRemember that using the flashlight continuously can cause wear on the battery of your phone or tabletHave fun with simulated laser pointer X2. All reviews and ratings are welcome  ",Simulation
com.shazam.android," Shazam is one of the world’s most popular apps, used by hundreds of millions of people each month to instantly identify music that’s playing and see what others are discovering. All for free.And that’s just the beginning: One-tap access to video clips, song lyrics, related tracks and streaming services, where you can listen to your Shazams in full or buy them. Top artists like Adele, Kendrick Lamar, Demi Lovato, are using Shazam to find new music, and you can follow them to share in the thrill of discovery. MUSIC DISCOVERY• Identify music with one tap• Simply log in to sync all your Shazams across all devices• Shazam Offline: Identify music even when you’re not connected!*• Sing along to songs with real-time music lyrics, or watch their videos• Follow your favorite artists to see what they’re Shazaming• Preview songs and add them to Spotify playlists**• Launch Pandora radio based on artists you Shazam**IN-APP FEATURES• Buy your Shazamed songs in Google Play Music with just one tap• Stay in the loop with Shazam’s real-time charts• Check out recommended tracks to find new music• Find out what’s popular locally and around the world in the Explore tap• Ask the Google app to Shazam for you! Just say, “Ok Google, Shazam this song”• Quick links to Google Play and Amazon storesCONNECT & SHARE • See what your friends are Shazaming when you connect your Facebook account• Share your discoveries through Facebook, Twitter, WhatsApp, Pinterest, Google+ and more…MORE THAN MEETS THE EAR• Shazam visual recognition: Tap the camera icon to Shazam posters, magazines, books and so much more! Use it anywhere where you see the Shazam camera logo• Visual recognition also works as a QR code reader• Find your past Shazams in Google Now• Launch Shazam on your Android Wear smartwatch to see the artist and song appearOTHER INFO• Previewing and buying music requires the Google Play music store in your country• MIPS devices are not supported• Why does Shazam need these app permissions? https://support.shazam.com/hc/en-us/articles/205139787-App-Permissions• Shazam may share collected location data for interest based advertising, allowing advertisersto infer interests and serve ads to users based on their activity and location over time• For more information on Shazam’s privacy practices, please read the Privacy Policy, available at http://www.shazam.com/terms#privacy_policy• Don’t want the advertising? Upgrade to Shazam Encore: https://play.google.com/store/apps/details?id=com.shazam.encore.android *Song names will appear in your My Shazam tab once connection is restored**Some features are dependent on location, device and app versionAny questions or feedback? Check out: https://support.shazam.com/hc/en-us/categories/200239877-Android  ",Music & Audio
le.lenovo.sudoku," Sudoku by Volcano is the best puzzle game you can find for your phone and tablet, and it'll help you to learn and improve your skills in sudoku game.With our hint system, it'll teach you all the skills you need to solve the puzzle with every steps, and the instructions are very easy to understand, also with helpful animations and colorful visual effects. The hint system will not only tell you the answer, but also help you to understand why the answer is. In the traning mode it'll be with you whether you're complete new to this game, or the way to the expert.We created this innovative free game with several various key features:★ Sudoku variations such as squiggly, X and Color★ 8 difficulty levels from very beginners to the expert★ Hint system will help to learn how to solve the puzzle, not only the answer but also why the answer is★ Career statistics to keep track of your game progress★ Global leaderboard and achievement, which you can share or compete with your friends or others★ You can update your puzzle from the server at any time, without re-installing the game★ Custom puzzle can let you create your own puzzle as composed by yourself, or from the papers★ More than 15000 puzzles are waiting for youduring the game, you will be able to★ Auto highlighted numbers for intelligent hint★ Use pencil marks★ Double-click the cell to erase numbers★ Use various kind of items, like check the errors★ Unlimited redo & undoyou can also found more useful functions like★ You can share to your friends via Google+, Twitter and Facebook★ Auto-save, you can pause at anytime you like without losing any progress★ Use Dark mode in the night to protect your eyes★ Timer, you can also disable it in settings★ Selected cell highlighting★ Incorrect digits mark★ Enchanting visual effects★ Various numerals like Chinese or Roman★ Universal App looks great on phone and tablet★ Give us feedback in the game, with your help we'll make it betterWe hope you will enjoy the stunning designs of our sudoku, it's really a brainteaser game which help to workout your brain! All for FREE!  ",Puzzle
mmapps.bmi.calculator," Are you in your right weight? Check it easily with this app. It will calculate your Body Mass Index (BMI) and will let you know if you are underweight, in good weight or overweight.Just swipe your finger over the measure tapes to enter your weight and height and get the BMI value and also your ideal weight range.This BMI calculator supports imperial and metric units,and you can alternate in just one click between kg or lbs and feet/inches or meters.Very usable BMI calculator and the only one in the market that doesn't require you to press the the button every time you want to calculate a new value.Key features of this app:- Very user friendly UI.- Imperial and metrics units.- Easy way to input height and weight values.- Real time BMI value.- Graphic coloured results.- Ideal weight estimation.- Exact calculation also with people under 19 years old.NOTE:Body Mass Index (BMI) is a simple index of weight-for-height that is commonly used to classify underweight, overweight and obesity. If you want more information regarding BMI you can check wikipedia page in this link:http://en.wikipedia.org/wiki/Body_mass_index  ",Health & Fitness
com.naturalmotion.csrracing," *** The best-selling drag racing series - over 130 million downloads ***This is CSR Racing. The ultimate drag race in the city streets, featuring over 100 licensed cars, stunning graphics, addictive gameplay and intense online player vs. player competition.Play a quick race in a spare minute, or strap yourself in for a grand tour to the top of the leaderboards.RACE OVER 95 LICENSED CARS from the worlds most prestigious car manufacturers including Ferrari, McLaren, Bugatti, Aston Martin, Hennessey and KoenigseggCOMPETE IN MULTI-PLAYER - Race online against the best CSR players to win special new cars and top the global leaderboard! WITH WORLD TOUR - Compete Tier 5 and compete against crews from across the globe! Can you beat them and make it to The International?BEAT THE CREWS and you’ll rule the city. Tune out their trash talk. Beat each boss and be the new king of the streets.UPGRADE your engine, fit stickier tires, and strip out weight to cut every tenth from your quarter mile time.CUSTOMISE your cars and boost your race winnings with cool custom paint, plates and decals.-------------------------------------- Requires Android 4.0 (Ice Cream Sandwich) and above. Optimized for tablets.Make sure you play with your device connected to the internet to gain access to the latest content and features, and to ensure that your profile is backed up.PLEASE NOTE! CSR Racing is free to play, but it contains items that can be purchased for real money.To prevent unauthorised purchases, select “Set or Change PIN” from the Google Play settings menu, create a PIN, then enable the “Use PIN for Purchases” option. You will then be required to enter your PIN before every transaction. Please be aware that this option is only available on Android OS 3.x and above.Meet other players and find out more about CSR:* Facebook: http://www.facebook.com/CSRRacingGame* Twitter: @CSRRacing (http://twitter.com/CSRRacing)* Instagram: http://instagram.com/CSRRacingGame* Web: http://nmgam.es/crexwlTerms of Use: http://www.naturalmotion.com/terms-of-use/Privacy Policy: http://www.naturalmotion.com/privacy-policy/  ",Racing
com.skollabs.wallpaper," Amazing HD Wallpapers!  1000's of the best HD Wallpapers and Backgrounds anywhere!★ HD Quality for your viewing pleasure!★ Best selection of Wallpapers!★ Full Screen Mode!  Optimized for your Android!★ Browse Gallery by Category!Our Wallpaper and Backgrounds HD+ Catalog categories include Popular, Abstract, Love, Black & White, Nature, Cute, Animals, Landscapes, Cool, Cats & Dogs, & Girly.  Wallpapers HD is an amazing background wizard, changer, and saver app!  This is by far the best full wallpapers (wp) gallery with high-depth & brilliant photos.  Also optimized images for Samsung, LG, Nexus phones and tablets, and takes advantage of large HD displays.Wallpapers is translated as tapety, обои, Tapete, шпалери, papier peint, papel pintado, tapiz, 壁紙, 壁纸, 벽지Want to remove links & photos from our directory? Contact support-android@skolgames.com and send us your web page and photo links.By downloading this app you are agreeing to our terms of service which can be found at http://app.skolgames.com/p/terms-of-service.html  ",Lifestyle
319881193,"Grindr is the world’s #1 FREE mobile social networking app for gay and bi guys to connect. Chat and meet sexy, attractive and interesting guys for free, or upgrade to Grindr XTRA for more features and more fun. The newly redesigned Grindr is now faster and hotter than ever:• See up to 100 guys on our location-based grid• Browse cleaner profiles with bigger photos• Chat and share private photos• Filter your search to find just the right match• Customize your profiles to better represent who you are• Star your favorite guys and block others• Report guys quicker• Send your location and make it easier to meetCreate and personalize your profile to include your Grindr tribe, relationship status, what kind of guys you’re looking for, and more. Within minutes you’ll be ready to chat, connect and meet!Looking for even more? Upgrade your Grindr experience to XTRA for more features, more freedom and more fun. Grindr XTRA subscription features include:• No banner ads• See 6x the guys, up to 600 at once• View only guys who are online now• View only guys with a profile photo• Unlimited blocks and favorites• Access to all premium filters• Chat easily with saved phrases• Send multiple photos at onceGet Grindr XTRA with one of the following auto-renewing plans:1 month - $11.99 USD3 months - $23.99 USD6 months - $39.99 USD12 months - $59.99 USDGrindr has someone for everyone: queer, discreet, anonymous, twink, geek, daddy, leather, military, rugged, bear, otter, guy next door, college, muscle, bisexual, trans. No matter what you’re looking for: relationship, friends, play, dates, love… you can find it here!So whether you’re a versatile twink looking for a queer geek or a discreet leather daddy looking for a date with an otter, the perfect match is waiting for you on Grindr. What are you waiting for?Grindr XTRA SubscriptionsYour subscription automatically renews unless auto-renew is turned off at least 24-hours before the end of the current period. Your iTunes account will automatically be charged at the same price for renewal within 24-hours prior to the end of the current period unless you change your subscription preferences in your App Store account settings. You can manage your subscriptions at any time through your App Store account settings after purchase. Any unused portion of a free trial period will be forfeited when making a purchase of an auto-renewing subscription.Tell us what you think about Grindr by visitinghttp://help.grindr.com/anonymous_requests/newIf you are experiencing any issues, you can get support and contact us through https://help.grindr.com/hc/Terms of Service: http://www.grindr.com/terms-of-service/Privacy Policy: http://www.grindr.com/privacy-policy/Grindr and Grindr XTRA are for adults 18 years and older only. Photos depicting nudity or sex acts are strictly prohibited.Facebook: @GrindrTwitter: @GrindrInstagram: @grindrSnapchat: ‘zerofeetaway’",Social Networking
com.fluik.Streaker," ✩ Start a winning streak with the endless-runner that EVERYONE is playing! ✩The creators of the hilarious Office Jerk bring you Streaker Run - an exhilarating endless-runner game that’ll test your nerves and your reflexes. Streak down alleys, race through yards and bolt across rooftops. Swipe, jump, turn and slide your way around obstacles.Collect Gems, win Bucks, grab Power-ups and buy Toy Rides to avoid getting beat by the big bruiser who’s hot on your trail; devoured by a slobbering zombie who's hungry for brains; or tackled by an angry Oktoberfest Hostess (LIMITED TIME FOR OKTOBERFEST)!Move quick or get pummeled. Swipe fast or you’ll crash!    ☆ Streak for St. Patrick's Day: Leprechauns and rainbows everywhere!    ★ 5 crazy Power-Ups to help you go the distance    ★ 4 cool Toy Rides to save your rear    ★ 9 different Streakers to choose from    ★ Addictive, endless game play    ★ Simple swipe and tilt controls for streaking with ease    ★ Spin To Win for Bucks, Gems, Toy Rides and Power Ups    ★ Post your scores on Facebook and compete against your friendsIt's not an idol you're swiping from a temple, but it's not far off...Fast-paced and nerve wracking: see how far you can Streak!➤ Play Streaker Run today!“Like” Streaker Run on Facebook - https://www.facebook.com/StreakerRun___________________________Streaker Run is brought to you by Fluik Entertainment, makers of wicked-fun mobile games such as Grumpy Bears, Office Jerk and Plumber Crack. Browse all our games on Google Play - https://play.google.com/store/apps/developer?id=FluikFollow @FluikGames on Twitter for awesome game announcements and other updates.NOTE:To help keep Streaker Run awesome, please send any bug reports or complaints directly to us, instead of posting them in your app reviews. We can reply to app reviews on Google Play, but we're more likely to respond if you post all your bugs or suggestions on the Facebook fan page, http://www.facebook.com/StreakerRun, or email them to us at support@fluik.com  ",Arcade
com.martian.cities.android.seattle," Seattle Local News provides quick access to all the top news sites for the great city of Seattle, including many that are specially formatted for the mobile screen. A great way to enhance your reading experience. We put a lot of thought into the best collection of sites to include for Seattle. It's also easy to share an article via email when you find something your friends and family might be interested in. Current sites included - Seattle Times - Seattle Post-Intelligencer - Puget Sound Business Journal - NBC Seattle - KING - ABC Seattle - KOMO - CBS Seattle - KIRO - FOX Seattle - KCPQ - outside.in Seattle - Seattle Metblogs - Seattle Magazine - Seattle Weather  ",News & Magazines
com.protey.crossy_christmas," Favorite game with new features! Christmas pixel journey is waiting for you!Funny heroes: snooty Santa, crossy deer, angry Greench, blockhead Elf and more.Just jump across the road and don't let your hero to die.Controls:- tap to jump forward (over the road);- swipe left/right/bottom to move in those directions;Features:- cool holiday heroes (snooty Santa, crossy deer, angry Greench, blockhead Elf and other blockheads heroes);- fantastic 3D graphics (pixel art style);- great effects;- absolutely FREE (no any in-app purchases)!- cold and funny winter atmosphere;Really cool crossy game is waiting for you! Have a questions? You can contact us on the Facebook: http://facebook.com/proteygames/  ",Arcade
975364678,"Know all about music? Love competition? Join millions of music lovers now.Listen to more than 100,000 real music clips from artists like Taylor Swift, Katy Perry, One Direction, Bon Jovi and more! Guess the correct artist and title as fast as you can. Challenge your friends and compete against music lovers worldwide! Master playlists and claim your trophies!What’s New?◆ PARTY MODE: Compete against hundreds of players in daily multiplayer tournaments! Can you get the most prestigious badges?◆ MEET MELODY: Practice in solo mode with Melody, the SongPop mascot.◆ TRY FOR FREE: All playlists are free to try. Buy your favorites to keep and challenge your friends.MUSIC TRIVIA FOR ALL◆ Dozens of music genres: Today's Hits, Classic Rock, Country, Rap, Hip-Hop, Indie, Latin Hits, and more!◆ Collections for every decade: 2010s, 2000s, 90s, 80s, 70s, 60s and more!◆ New music & playlists added every week! PLUS: FULL APPLE WATCH SUPPORT!◆ Play SongPop on your wrist!◆ Stay up to date with real time results!◆ Be in the know when new parties startMONTHLY VIP SUBSCRIPTION-$4.99/month-All the playlists, all the time! VIPs can now play ANY playlist, no need to own it or spend power-ups to play. -300 games at once instead of 30! -Master playlists faster! VIPs earn one bonus VIP note for every correct answer to master playlists faster, even when correct answers aren’t in a row.-More flashy profile!-No ads, higher quality and longer music clips, exclusive parties, and unlimited best matches!– Payment will be charged to iTunes Account at confirmation of purchase– Subscription automatically renews unless auto-renew is turned off at least 24-hours before the end of the current period-Account will be charged $4.99 for renewal within 24-hours prior to the end of the current period – Subscriptions may be managed by the user and auto-renewal may be turned off by going to Account Settings after purchase-SongPop’s terms of use can be read at freshplanet.com/terms-of-use and privacy policy at freshplanet.com/privacy-policyEnjoying SongPop?Like us on Facebook: https://www.facebook.com/SongPopGameFollow us on Twitter: @SongPop1Comments? Ideas? let us know at http://support.songpop2.com/ !",Games
com.crazylight.photoscanner.age," How old do I look? Naturally It was created for joke with friends, photo scanner is awesome prank for friends. Age face scanner is simulator of face scanners.Face scanner What age can tell how old are you today. Maybe result of analysis is more than the age of Master Yoda. It’s joke of course.You can joke with friends, just tell them that scanners use sophisticated algorithms facial recognition by photo, neural networks and so on. How old am I looking? Take a selfie with camera scanner and analyze snapshot. The result of scanning is random and not real. Don't worry if face detector thinks that you are very old, program is age test simulator, joke for friends! Results are not real camera scanner! Also you can tell friends that this application is a mental age test. What's your psychological age? Just test your mental age with photograph application!You can be different with age detector, so take a selfie and know more about yourself! Attention! This face analyzer is a joke, simulator. The result is determined at random. Actually photo scanner cannot analyze real face and determine what age are you. You shouldn't be so seriously when detector analyzes photos, because it was created for entertainment only.P.S. This application works with selfie too! You can test photo analyzer, just download it for free at android device. We hope that you will have fun with close!Attention! Added a new mode! It can be found in the main menu. All you need to do - it's now enter their real birth date and we will show how many and what to spend time the average person. Try it now!  ",Simulation
956302035,"They yell like humans, climb trees and even mountains. Yes, goats are crazy creatures for sure. What would happen if mutations started happening to them? Combine goats to evolve them and discover their most curious, exotic and bizarre forms!From the guys that couldn’t resist releasing yet another nonsensical sequel to Cow Evolution and Platypus Evolution, comes… guess what… Goat Evolution! Come on, goats are rad.Plus, more mutations, upgrades and all-new game features never seen in the land of mutant cows and platypi.“Seriously? Here we goat again.” - Ram Don Playa“Now we’re talking, things just goat serious.”HOW TO PLAY• Drag and drop similar goats to combine them and create new mysterious creatures• Use goat poop coins to buy new creatures and make even more money• Alternatively, fiercely tap the goats to make coins pop from poopingHIGHLIGHTS• 5 stages and over 30 goat species to discover: bucks, does, billies, nannies, alpaca goats, robot goats, alien goats and much more• The unexpected mix of alpaca-like evolution, 2048 and incremental clicker games• Doodle-like illustrations• Many possible endings: find your own destiny• Upgrades, upgrades, upgrades…! More than ever!• No goats were harmed in the making of this game, only developersWatch the process of evolution in a very peculiar way. You think you goat this? Then think no more, download Goat Evolution now start playing the very baaaa-st game of this year.Disclaimer: While this App is completely free to play, some additional content can be purchased for real money in-game. If you do not want to use this feature, please turn off in-app purchases in your device's settings.Like our page on Facebook and be the first to know about our upcoming games and updates! http://fb.com/tappshq",Games
com.tapinator.taxi.driver.hillstation," Fasten your seat belts and get ready for a thrilling drive as a fearless Taxi Driver!!Taxi driving gets more exciting with this brand new game. Drive on steep hill roads and experience gorgeous views like never before. Drive at high speeds and don’t let curvy paths and treacherous turns slow you down. The passengers are waiting, SO HURRY UP!Feel the thrill of steering your Taxi through beautiful but deadly mountains, and reach your destination in time. Transport passengers safely by tapping into various controls and drive settings. Scenic 3D environments, various weather conditions and vehicles with plush interiors will make you feel like the master of your profession. Enjoy easy controls and smooth game play while cruising through the hills.Taxi Driver 3D: Hill Station is packed with thrilling and exciting pick and drop missions. Pick up passengers from distant locations and take them to their destination on time. The sights of snowy rocky hills will add enjoyment to your journey. Taxi Driver 3D: Hill Station features:• Amusing Visual and Sound Effects• Summer and Winter Season Environments• Splendid Variety of Taxi’s with Realistic Vehicle Physics• Cool Paints and Custom Wheels• Amazing Hill Station Environments and 3D Graphics• Realistic Animated Passengers• Intelligent Hill Traffic systems• Thrilling Precision Taxi Driving ExperienceAbout TapinatorTapinator (Ticker: TAPM) develops and publishes games on mobile platforms. The Company’s portfolio includes over 250 mobile gaming titles that, collectively, have achieved over 350 million player downloads. Tapinator is headquartered in New York. For more info, visit Tapinator.com.  ",Simulation
298903147,"Track and map every workout with MapMyFitness. For every mile you go, you’ll get feedback and stats to help you improve your performance. Discover new workout routes and save or share your favorites, and get inspired to reach new fitness goals with a 40 million member strong community of athletes. Whether you’re a beginner doing your first workout or a pro, you’ll find the features and tools you need to stay on track and motivated along the way.TRACK AND MAP YOUR WORKOUTS- Get audio feedback on every GPS-tracked activity and view the route you took on the map.- Choose from over 600 different sports to keep a full log of all your activities.- Use the Routes feature to find nearby places to walk, run, or ride. Save your favorite paths, add new ones and share them with others.ANALYZE YOUR PERFORMANCE ON EVERY MILE- Gain in-depth insights on every workout, with detailed stats including pace, distance, duration, calorie burn, elevation, and more.- Keep an eye on your progress by reviewing your previous workouts.- Set personal goals and adjust them as you improve.CONNECT WITH APPS AND WEARABLES- Let your shoes do the tracking - SpeedForm® Gemini 2 Record-Equipped Shoes automatically track your activity and sync your data with your MapMyFitness app.- Sync your data with the hottest apps and wearables, including Garmin, Fitbit, Jawbone, and hundreds more.- Take control of your nutrition by connecting with MyFitnessPal for a comprehensive look at your calorie intake and burn.JOIN A COMMUNITY OF MORE THAN 40 MILLION ATHLETES- Stay up-to-date with friends and motivate each other.- Share your workouts through Facebook and Twitter.- Join Challenges to compete with others, climb the leaderboard, and win awesome prizes.TAKE YOUR TRAINING FURTHER WITH MVP PREMIUM FEATURES - Reach your fitness goal with a personal training plan which adapts dynamically to your fitness level as you improve.- Monitor and analyze your Heart Rate zones to adjust your training based on your goal.- Keep distractions to your training to a minimum with no ads.- Create custom splits based on the distance you want to track.- Access additional premium features on MapMyFitness.comIf you upgrade to a premium MVP subscription, payment will be charged to your iTunes account at confirmation of purchase. The monthly subscription costs USD 5.99 per month, while the yearly subscription costs USD 29.99 per year, or USD 2.50 per month. Your subscription renews automatically unless canceled at least 24 hours prior to the end of the current period. There is no increase in cost when renewing.Subscriptions can be managed and auto-renewal turned off in Account Settings in iTunes after purchase. Once purchased, the current period cannot be canceled. Any unused portion of a free trial period is forfeited if you choose to purchase a premium subscription to MVP.Find the full terms and conditions and our privacy policy at https://account.underarmour.com/terms-and-conditions and https://account.underarmour.com/privacy respectively.Note: Continued use of GPS running in the background can dramatically decrease battery life.MapMyFitness is powered by Under Armour Connected Fitness – the world’s largest health and fitness community. The complete suite of Under Armour apps, built to empower healthy and active lifestyles, includes UA Record, MapMyFitness, Endomondo, and MyFitnessPal.",Health & Fitness
com.nextwave.wcc2," Minimum Requirement : 1GB RAM  |  Android 4.0 or later   |   Device powered by an ARMv7 (Cortex family) CPU |   GPU support for OpenGLES 2.0 is recommendedWelcome to the Next Generation in Mobile Cricket Gaming! Every cricket lover can now have the most advanced 3D mobile cricket game at the palm of their hands! You can play the maximum number of cricket shots including the famous Dil-scoop, the Helicopter shot and the Uper-Cut! This is a game built for you the cricket fan! You have loads to look forward to! You can customize your players and cheer you team with customized banners! You can also look forward to scintillating animations, more cricketing venues, new controls and new camera angles! ‘World Cricket Championship 2’ has features that makes it the most the most dynamic and versatile game in the world of mobile cricket. Be prepared for insane fun!!Our list of awesome Features include:·        45+ different batting shots, including the most wanted Helicopter shot, Dil-Scoop, Upper-cut etc.,·        Enjoy the Blitz Tournament for free! ·        The much awaited Autoplay mode for bowling and batting!  ·        Electrifying fielding with stunning diving catches & quick throws to surprise the opponent.·        Challenging AI opponent·        Realistic ball physics which responds to the pitch (Dead, Dusty, Green)·        Player attributes – Players gain extra skills for consistent performance and this enables them to improve progressively·        18 different international teams, 10 domestic teams. TEST Cricket, Hot Events and more than 4 tournaments including World Cup, World T20 Cup, Blitz Tournament and ODI Series. ·        The Gangs of Cricket mode where the user can form gangs and compete in challenges.·        Challenge A Friend mode enables the user to challenge your friends. ·        Batsman may get injured for poor shot selection.·        The emotions of the fielders vary according to the circumstances of the match.·        Cinematic cameras and real time lighting enhances the visual appeal.·        Realtime Infographics representations include:	-         3D Wagon wheel with dynamic game data	-         Hawk-eye view for bowling summary & for LBW appeals	-         3D Bar chart for innings run scored·        Ultra slow motion Action replays with multiple camera angles·        Over 40+ in-game camera angles·        Two different batting controls (Classic & Pro)·        Two different batting camera settings (Bowler’s end & Batsman’s end)·        Fielders are configured with advanced ball - head coordination system.·        Professional Audio commentary·        Dynamic ground ambient sounds·        Batting Timing Meter, (following by a lofted shot)	-         Perfect timing- Results in a sure six but it is not very easy to execute.	-         Late timing – This might result in a catch or a top-edge	-         Early timing – A very low powered shot.·        Field placement to control your opponent AI batsman	-         10 field options	-         Manual field placement to plan & bowl accordingly & to master yourself as captain·        User can edit the player names and their roles.·        Misfielding, stunning wicketkeeper catches, quick stumping & tight 3rd umpire decisions to create realistic cricketing experience.·        Over 100+ motion captured animations·        Battle tested and updated engine to provide fluid 30fps gaming on most mid-range devices.Like us: https://www.facebook.com/WorldCricketChampionshipPermissions Required: GET_ACCOUNTS - To Sign-in into the game using your Google accountREAD_PHONE_STATE -Enables us to send you push notifications on various updates & offers ACCESS_COARSE_LOCATION - To serve you location specific ads & offersWRITE_EXTERNAL_STORAGE & READ_EXTERNAL_STORAGE -  For saving your game progress, statistics, game assets, caching ads & offers  ",Sports
860822992,"Join KIM KARDASHIAN on a red carpet adventure in Kim Kardashian: Hollywood! Create your own aspiring celebrity and rise to fame and fortune! ⋆ CREATE YOUR OWN STAR and customize your look with hundreds of style options, including Kim Kardashian’s personal picks! ⋆ STAR in a huge interactive adventure as you encounter other celebs, dedicated fans, persistent paparazzi… and even hang out with Kim herself! ⋆ RULE THE RED CARPET as an A-list movie actor, cover model, fashion designer and more – what you do is up to you! ⋆ TAKE OVER L.A. in a virtual world complete with exclusive clubs, upscale boutiques, and luxury homes! Travel to New York City and Miami! ⋆ DATE AND DUMP CELEBS at the best parties and hottest clubs! Flirt and become the next huge celebrity power-couple! ⋆ BRING YOUR FRIENDS ALONG FOR THE RIDE using Game Center and Facebook – help each other rise to fame, compare styles, send gifts, and see who can be the biggest star! FOLLOW US: facebook.com/GluMobile Twitter @GluMobile “Would you play the Kim K game? Of course you would!” – MTV News“… Check out the resemblance! Digital Kim is a spitting image of the real thing!” – E! Online“Bible, I’ve actually never downloaded or used a single-player cell phone game before this one.” – Fashionista.com“ If you’ve always wanted to be part of the Kardashian family, it’s your lucky day.” – Marie Claire""You better start practicing your Vogue pout, y’all” – Glamour*** Kim Kardashian: Hollywood requires an iPhone 3GS, iPod Third Generation, iPad or later device to run *** © 2014 - 2017 Glu Mobile Inc. All Rights Reserved. Kim Kardashian: Hollywood,TM and © 2014 - 2017 Kimsaprincess, Inc. All rights reserved. Kim Kardashian and Kardashian Kollection and all related designs, stylizations and images are trademarks and copyrights owned by, in part or whole, by Kimsaprincess, Inc. and used under license herein.Auto-renewable subscription information:Kim Kardashian: Hollywood now includes subscriptions. There are currently three types of subscriptions available, Gold, Silver & Bronze. These are available in a variety of prices:Gold: 49.99USD / month (or local equivalent)Silver: 19.99USD / month (or local equivalent)Bronze: 4.99USD / month (or local equivalent)Subscriptions are available via in app purchase. Subscriptions will automatically renew at the end of the subscription period. Payment will be charged to your iTunes account within 24-hours prior to the end of the current period. You can turn off auto-renew at any time from your iTunes Account Settings. No cancellation of your subscription is allowed during the active applicable subscription periodHere are the links to our privacy policy and terms of use:Privacy Policy: http://www.glu.com/privacyTerms of use: http://www.glu.com/termsPLEASE NOTE:- This game is free to play, but you can choose to pay real money for some extra items, which will charge your iTunes account. You can disable in-app purchasing by adjusting your device settings.- This game is not intended for children.- Please buy carefully.- Advertising appears in this game.- This game may permit users to interact with one another (e.g., chat rooms, player to player chat, messaging) depending on the availability of these features. Linking to social networking sites are not intended for persons in violation of the applicable rules of such social networking sites.- A network connection is required to play.- For information about how Glu collects and uses your data, please read our privacy policy at: www.Glu.com/privacy- If you have a problem with this game, please use the game’s “Help” feature.",Games
284973016,"WhosHere: for love, for friendship, for connections in any and every aspect of your life. WhosHere is the world’s only mobile friend finder with “Total Freedom,” a cost-free, worry-free, label-free approach to location-based dating and networking.With millions of users, WhosHere is ideal for making new friends, dating, networking, or just chatting and swapping pictures with new and interesting people nearby and around the world.Absolutely no need to give out your phone number, email or IM address.  That is unless you want to…and meet a new friend or that special someone in person.• Check us out on Facebook - facebook.com/WhosHere• Follow-us on Twitter - twitter.com/WhosHere",Social Networking
